idKegg	name
C05918	Dehydroretinal
C05918	Retinene 2
C05918	trans-3-Dehydroretinal
C05918	Vitamin A2 aldehyde
C05919	11-cis-Dehydroretinal
C05920	Porphyropsin
C05921	Biotinyl-5'-AMP
C05922	Formamidopyrimidine nucleoside triphosphate
C05923	2,5-Diaminopyrimidine nucleoside triphosphate
C05924	Molybdopterin
C05924	Pyranopterin
C05924	H2Dtpp-mP
C05925	Dihydroneopterin phosphate
C05925	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine phosphate
C05925	7,8-Dihydroneopterin 3'-phosphate
C05926	Neopterin
C05926	[S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-one
C05926	[S-(R*,S*)]-2-amino-6-(1,2,3-trihydroxypropyl)-1H-pteridine-4-one
C05926	[S-(R*,S*)]-2-Amino-6-(1,2,3-trihydroxypropyl)-1H-pteridin-4-on
C05926	6-(D-erythro-1,2,3-Trihydroxypropyl)pterin
C05926	6-D-erythro-Neopterin
C05926	D-erythro-Neopterin
C05926	D-Neopterin
C05927	7,8-Dihydromethanopterin
C05928	(6R)-10-Formyltetrahydropteroyldiglutamate
C05928	10-Formyl-THF-L-glutamate
C05928	(6R)-10-HCO-H4PteGlu2
C05929	10-Formyltetrahydrofolylpolyglutamate
C05929	10-Formyl-THF-polyglutamate
C05931	N-Succinyl-L-glutamate
C05931	(2S)-2-(3-Carboxypropanoylamino)pentanedioic acid
C05932	N-Succinyl-L-glutamate 5-semialdehyde
C05932	(2S)-2-(3-Carboxypropanoylamino)-5-oxopentanoic acid
C05933	N(omega)-Hydroxyarginine
C05933	N(omega)-Hydroxy-L-arginine
C05936	N4-Acetylaminobutanal
C05936	4-Acetamidobutanal
C05938	L-4-Hydroxyglutamate semialdehyde
C05939	Linatine
C05939	N-(gamma-L-Glutamyl)amino-D-proline
C05941	2-Oxo-4-hydroxy-5-aminovalerate
C05942	Pyrrole-2-carboxylate
C05944	Pantothenol
C05944	(R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide
C05944	Dexpanthenol
C05944	2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide
C05944	(+)-Panthenol
C05944	Bepanthen
C05944	Bepanthene
C05944	Bepantol
C05944	D-(+)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutyramide
C05944	Cozyme
C05944	D(+)-Panthenol
C05944	D(+)-Pantothenyl alcohol
C05944	D-P-A Injection
C05944	D-Panthenol
C05944	d-Pantothenol
C05944	d-Pantothenyl alcohol
C05944	Ilopan
C05944	Motilyn
C05944	Panadon
C05944	Panthenol
C05944	Panthoderm
C05944	Pantol
C05944	Pantothenyl alcohol
C05944	N-Pantoyl-propanolamine
C05944	Provitamin B
C05944	Synapan
C05944	Thenalton
C05944	Zentinic
C05945	L-Arginine phosphate
C05945	N5-[Imino(phosphonoamino)methyl]L-ornithine
C05945	omega-N-Phosphoarginine
C05945	Arginine phosphate
C05945	L-Arginine-NG-phosphoric acid
C05945	Phosphoarginine A
C05945	N-Phospho-L-arginine
C05945	N(omega)-Phospho-L-arginine
C05945	Phosphoarginine
C05946	(4R)-4-Hydroxy-2-oxoglutarate
C05946	(R)-2-Hydroxy-4-oxopentanedioate
C05946	D-4-Hydroxy-2-oxoglutarate
C05947	L-erythro-4-Hydroxyglutamate
C05947	erythro-4-Hydroxy-L-glutamate
C05949	12-Keto-leukotriene B4
C05949	12-Keto-LTB4
C05949	5-Hydroxy-12-oxo-Delta5,8,11,14-eicosapolyenoic acid
C05950	20-COOH-Leukotriene B4
C05950	20-COOH-LTB4
C05950	20-Carboxy-leukotriene B4
C05950	5,12-Dihydroxy-Delta5,8,11,14-eicosapolyendioic acid
C05951	Leukotriene D4
C05951	LTD4
C05952	Leukotriene E4
C05952	LTE4
C05952	(7E,9E,11Z,14Z)-(5S,6R)-6-(Cystein-S-yl)-5-hydroxyeicosa-7,9,11,14-tetraenoate
C05952	(7E,9E,11Z,14Z)-(5S,6R)-6-(Cystein-S-yl)-5-hydroxyicosa-7,9,11,14-tetraenoate
C05953	Prostaglandin A2
C05953	PGA2
C05953	Medullin
C05954	Prostaglandin B2
C05954	PGB2
C05955	Prostaglandin C2
C05955	PGC2
C05956	Prostaglandin G2
C05956	PGG2
C05957	Prostaglandin J2
C05957	PGJ2
C05958	Delta-12-Prostaglandin J2
C05958	Delta-12-PGJ2
C05959	11-epi-Prostaglandin F2alpha
C05959	11-epi-Prostaglandin F2a
C05959	11-epi-PGF2alpha
C05959	11-epi-PGF2a
C05960	15-Keto-prostaglandin F2alpha
C05960	15-Keto-prostaglandin F2a
C05960	15-Keto-PGF2alpha
C05960	15-Keto-PGF2a
C05961	6-Keto-prostaglandin F1alpha
C05961	6-Keto-prostaglandin F1a
C05961	6-Keto-PGF1alpha
C05961	6-Keto-PGF1a
C05962	6-Keto-prostaglandin E1
C05962	6-Keto-PGE1
C05963	Thromboxane B2
C05963	TXB2
C05964	11-Dehydro-thromboxane B2
C05965	12(S)-HPETE
C05965	(5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid
C05965	(5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate
C05965	12-Hydroperoxyeicosatetraenoate
C05965	12-Hydroperoxyicosatetraenoate
C05965	12-Hydroperoxyeicosatetraenoic acid
C05965	12-Hydroperoxyicosatetraenoic acid
C05966	15(S)-HPETE
C05966	(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid
C05966	15-Hydroperoxyeicosatetraenoate
C05966	15-Hydroperoxyicosatetraenoate
C05966	15-Hydroperoxyeicosatetraenoic acid
C05966	15-Hydroperoxyicosatetraenoic acid
C05966	(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine
C05973	L-1-Lysophosphatidylethanolamine
C05973	O-(2-Acyl-sn-glycero-3-phospho)-ethanolamine
C05974	2-Acyl-sn-glycero-3-phosphoserine
C05974	2-Acyl-1-lyso-phosphatidylserine
C05976	Aminoacyl-phosphatidylglycerol
C05977	2-Acyl-1-alkyl-sn-glycero-3-phosphate
C05979	Propane-1-ol
C05979	Propanol
C05979	1-Propanol
C05979	Propan-1-ol
C05979	Propyl alcohol
C05979	1-Hydroxypropane
C05979	Ethylcarbinol
C05979	n-Propanol
C05979	n-Propyl alcohol
C05979	Optal
C05979	Osmosol extra
C05979	UN 1274
C05980	Cardiolipin
C05980	Diphosphatidylglycerol
C05980	1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol
C05981	Phosphatidylinositol-3,4,5-trisphosphate
C05981	1-Phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate
C05981	1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4',5'-bisphosphate)
C05983	Propionyladenylate
C05983	Propionyl-adenosine monophosphate
C05984	2-Hydroxybutanoic acid
C05984	2-Hydroxybutyrate
C05984	2-Hydroxybutyric acid
C05985	2-Propynal
C05985	2-Propyn-1-al
C05985	Propiolaldehyde
C05986	2-Propyn-1-ol
C05986	Prop-2-yn-1-ol
C05986	Prop-2-yne-1-ol
C05986	Prop-2-in-1-ol
C05986	1-Hydroxy-2-propyne
C05986	1-Propyn-3-ol
C05986	1-Propyn-3-yl alcohol
C05986	2-Propynol
C05986	2-Propynyl alcohol
C05986	3-Hydroxy-1-propyne
C05986	3-Propynol
C05986	Ethynylcarbinol
C05986	NA 1986
C05986	Propargyl alcohol
C05986	Propynyl alcohol
C05989	3-Oxopropionyl-CoA
C05989	3-Oxopropanoyl-CoA
C05989	Malonyl semialdehyde-CoA
C05990	Isoscoparine
C05990	Isoscoparin
C05990	C-Glucosyl-6 chrysoeriol
C05990	Chrysoeriol 6-C-glucoside
C05993	Acetyl adenylate
C05993	5'-Acetylphosphoadenosine
C05994	2-Propylmalate
C05994	2-Propylmalic acid
C05994	Malic acid, 2-propyl-
C05995	7-Hydroxy-6-methyl-8-ribityllumazine
C05995	7-Oxolumazine
C05995	6-Methyl-7-oxo-8-ribityllumazine
C05996	Branched chain fatty acid
C05998	3-Hydroxyisovaleryl-CoA
C05998	3-Hydroxyisovaleryl coenzyme A
C05999	Lactaldehyde
C05999	2-Hydroxypropionaldehyde
C05999	2-Hydroxypropanal
C06000	(S)-3-Hydroxyisobutyryl-CoA
C06001	(S)-3-Hydroxyisobutyrate
C06002	(S)-Methylmalonate semialdehyde
C06006	(S)-2-Aceto-2-hydroxybutanoate
C06006	(S)-2-Hydroxy-2-ethyl-3-oxobutanoate
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate
C06007	(R)-2,3-Dihydroxy-3-methylvalerate
C06007	(2R,3R)-2,3-Dihydroxy-3-methylpentanoate
C06010	(S)-2-Acetolactate
C06010	(S)-2-Hydroxy-2-methyl-3-oxobutanoate
C06010	(2S)-2-Hydroxy-2-methyl-3-oxobutanoate
C06011	Benzenamine sulfate
C06016	Pentosan
C06017	dTDP-D-glucuronate
C06018	dTDP-4-acetamido-4,6-dideoxy-D-glucose
C06018	dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose
C06018	dTDP-N-acetylviosamine
C06019	D-arabino-Hex-3-ulose 6-phosphate
C06019	D-arabino-3-Hexulose 6-phosphate
C06019	D-arabino-6-Phospho-hex-3-ulose
C06020	Methyl-Co(III) corrinoid protein
C06020	Methylcorrinoid
C06020	Methylcorrinoid protein
C06020	Corrinoid protein Co2+-CH3
C06021	Co(I) corrinoid protein
C06021	Corrinoid
C06021	Corrinoid protein
C06021	Corrinoid protein Co+
C06022	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine
C06022	UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine
C06022	UDP-3-O-[(3R)-3-hydroxymyristoyl]-D-glucosamine
C06022	UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine
C06023	D-Glucosaminide
C06023	Chitosan oligosaccharide
C06024	3-Deoxy-D-manno-octulosonyl-lipid IV(A)
C06024	KDO-lipid IV(A)
C06024	3-Deoxy-D-manno-octulosonyl-2',3',2',3'-tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate
C06025	KDO2-lipid IVA
C06025	Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)
C06025	KDO2-lipid IV(A)
C06026	KDO2-lipid A
C06026	Di[3-deoxy-D-manno-octulosonyl]-lipid A
C06026	alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A
C06026	Dodecanoyl-(tetradecanoyl)-KDO2-lipid IV(A)
C06027	L-erythro-3-Methylmalyl-CoA
C06027	beta-Methylmalyl-CoA
C06027	(2R,3S)-2-Methylmalyl-CoA
C06027	L-erythro-beta-Methylmalyl-CoA
C06027	(2R,3S)-2-Methyl-3-carboxy-3-hydroxypropanoyl-CoA
C06028	2-Methylfumaryl-CoA
C06028	Mesaconyl-CoA
C06028	Mesaconyl-C1-CoA
C06028	(E)-3-Carboxy-2-methylprop-2-enoyl-CoA
C06029	L-threo-3-Methylmalate
C06030	Methyloxaloacetate
C06031	D-threo-3-Methylmalate
C06032	D-erythro-3-Methylmalate
C06032	(2R,3S)-3-Methylmalate
C06033	Parapyruvate
C06033	4-Hydroxy-4-methyl-2-oxoglutarate
C06034	4-Hydroxy-4-methylglutamate
C06035	4-Methylene-2-oxoglutarate
C06035	2-Methylidene-4-oxopentanedioic acid
C06035	4-Carboxy-2-oxo-4-pentenoate
C06036	Trigalactosyl-diacylglycerol
C06036	TGDG
C06036	Gal-alpha1->6Gal-alpha1->6Galii-beta1->3acyl2Gro
C06036	Galalpha1->6Galalpha1->6Galiibeta1->3acyl2Gro
C06036	1,2-Diacyl-3-O-(alpha-D-galactosyl(1->6)-O-alpha-D-galactosyl(1->6)-O-beta-D-galactosyl)-sn-glycerol
C06036	3-[alpha-D-Galactosyl-(1->6)-alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol
C06037	Digalactosyl-diacylglycerol
C06037	DGDG
C06037	Gal-alpha1->6Gal-beta1->3acyl2Gro
C06037	Galalpha1->6Galbeta1->3acyl2Gro
C06037	1,2-Diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
C06037	3-[alpha-D-Galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol
C06037	2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D-glycerol
C06038	Acyl1-monogalactosyl-diacylglycerol
C06038	Acylmono-beta-D-galactosyldiacylglycerol
C06038	acyl1->6Gal-beta1->3acyl2Gro
C06038	acyl1->6Galbeta1->3acyl2Gro
C06038	1,2-Diacyl-3-O-(acyl(1->6)-O-beta-D-galactosyl)-sn-glycerol
C06040	Diglucosyldiacylglycerol
C06040	beta-Gentiobiosyldiacylglycerol
C06040	Glc-beta1->6Glc-beta1->3acyl2Gro
C06040	Glcbeta1->6Glcbeta1->3acyl2Gro
C06040	1,2-Diacyl-3-O-[beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl]-sn-glycerol
C06041	Glycerophosphoglycoglycerolipid
C06041	(sn-Gro-1-P)->6Glc-beta1->6Glc-beta1->3acyl2Gro
C06041	(sn-Gro-1-P)->6Glcbeta1->6Glcbeta1->3acyl2Gro
C06042	Lipoteichoic acid
C06042	(sn-Gro-1-P)25->6Glc-alpha1->2Glc-alpha1->3acyl2Gro
C06044	4-Hydroxyphenylethanol
C06044	Tyrosol
C06046	Salidroside
C06046	p-Hydroxyphenethyl alcohol 1-O-beta-D-glucoside
C06046	Tyrosol glucoside
C06047	Stizolobate
C06047	Stizolobic acid
C06048	Stizolobinate
C06048	Stizolobinic acid
C06050	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate
C06050	5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate
C06051	Isopyridoxal
C06052	5-Pyridoxolactone
C06054	2-Oxo-3-hydroxy-4-phosphobutanoate
C06054	alpha-Keto-3-hydroxy-4-phosphobutyrate
C06054	(3R)-3-Hydroxy-2-oxo-4-phosphonooxybutanoate
C06054	(3R)-3-Hydroxy-2-oxo-4-phosphooxybutanoate
C06055	O-Phospho-4-hydroxy-L-threonine
C06055	4-(Phosphonooxy)-threonine
C06055	4-(Phosphonooxy)-L-threonine
C06055	4-Phosphooxy-L-threonine
C06056	4-Hydroxy-L-threonine
C06056	Hydroxythreonine
C06057	3-Aminopropane-1,2-diol
C06057	(R)-3-Amino-1,2-propanediol
C06058	Nitroalkane
C06059	Cyclic amidine
C06060	Amidine
C06062	Ceramide phosphoethanolamine
C06066	4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one
C06067	Dimethylallyltryptophan
C06067	4-Dimethylallyltryptophan
C06068	Elymoclavine
C06068	Dihydrolysergol
C06069	Iridodial
C06069	cis-trans-Iridodial
C06070	Iridotrial
C06070	(1S,2R,3S)-2-Formyl-alpha-(hydroxymethylene)-3-methylcyclopentaneacetaldehyde
C06071	Deoxyloganin
C06071	7-Deoxyloganin
C06074	Myrcene
C06074	beta-Myrcene
C06075	Terpinolene
C06076	Camphene
C06076	Comphene
C06079	PR-toxin
C06079	PR Toxin
C06080	Nivalenol
C06081	Polyprenol
C06081	ditrans,polycis-Polyprenol
C06082	Abscisate
C06082	Abscisic acid
C06082	(+)-Abscisic acid
C06082	ABA
C06083	Tetrahymanol
C06084	Hopanoid
C06085	Triterpenoid
C06086	Pimaradiene
C06086	Pimara-8(14),15-diene
C06087	Abietate
C06087	Abietic acid
C06087	Abieta-7,13-dien-18-oate
C06088	Aphidicolin
C06089	ent-Copalyl diphosphate
C06089	(-)-Copalyl diphosphate
C06090	ent-Kaurene
C06090	ent-Kaur-16-ene
C06091	Aconitine
C06092	Veatchine
C06093	Gibberellin A12 aldehyde
C06094	Gibberellin A53
C06095	Gibberellin A44 diacid
C06095	Gibberellin A44 open lactone
C06096	Gibberellin A29
C06098	Zeaxanthin
C06098	(3R,3'R)-beta,beta-Carotene-3,3'-diol
C06099	(R)-Limonene
C06099	(+)-Limonene
C06099	d-Limonene
C06099	(4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohexene
C06099	(+)-(R)-Limonene
C06099	(+)-(4R)-Limonene
C06102	Adipate semialdehyde
C06102	Hexan-1-one-6-carboxylate
C06102	6-Oxohexanoate
C06102	6-Oxohexanoic acid
C06103	6-Hydroxyhexanoic acid
C06103	6-Hydroxyhexanoate
C06104	Adipate
C06104	Adipic acid
C06104	Hexanedioate
C06104	Hexan-1,6-dicarboxylate
C06105	Cyclohexane-1,2-dione
C06108	Fluoroacetate
C06108	Fluoroacetic acid
C06108	Cymonic acid
C06108	Gifblaar poison
C06108	HFA
C06108	UN 2642
C06109	Cytochrome P-450 oxidized form
C06110	Cytochrome P-450 reduced form
C06111	Nerolidyl diphosphate
C06111	NPP
C06112	L-Glutamyl-tRNA(Gln)
C06112	Glu-tRNA(Gln)
C06112	Glutamyl-tRNA(Gln)
C06113	L-Aspartyl-tRNA(Asn)
C06113	Asp-tRNA(Asn)
C06113	Aspartyl-tRNA(Asn)
C06114	gamma-Glutamyl-beta-aminopropiononitrile
C06114	gamma-Glutamyl-3-aminopropiononitrile
C06118	4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate
C06118	4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate
C06118	Unsaturated digalacturonate
C06121	3-Ketosphingosine
C06123	Hexadecenal
C06123	2-trans-Hexadecenal
C06124	Sphingosine 1-phosphate
C06124	Sphing-4-enine 1-phosphate
C06124	S1P
C06125	Sulfatide
C06125	Galactosylceramide sulfate
C06125	Cerebroside 3-sulfate
C06126	Digalactosylceramide
C06126	Galabiosylceramide
C06126	Gal-alpha1->4Gal-beta1->1'Cer
C06127	Digalactosylceramide sulfate
C06128	GM4
C06128	N-Acetylneuraminyl-galactosylceramide
C06128	Neu5Ac-alpha2->3Gal-beta1->1'Cer
C06129	Ceramidepentasaccharide
C06130	Gal-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3LacCer
C06131	Fuc-alpha1->2Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1-1'Cer
C06132	Type A glycolipid
C06132	GalNAc-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3LacCer
C06132	GalNAc-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer
C06133	GD3
C06133	alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,4-beta-glucosyl-1,1'-ceramide
C06133	NeuAc-alpha2->8NeuAc-alpha2->3Gal-beta1->4Glc-beta1->1'Cer
C06133	NeuAc-alpha2->8NeuAc2->3LacCer
C06134	GD2
C06134	GalNAc-beta1->4(NeuAc-alpha2->8NeuAc2->3)Gal-beta1->4Glc-beta1->1'Cer
C06134	GalNAc-beta1->4(NeuAc-alpha2->8NeuAc2->3)LacCer
C06135	GA2
C06135	GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer
C06135	GalNAc-beta1->4LacCer
C06136	GA1
C06136	Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer
C06136	Gal-beta1->3GalNAc-beta1->4LacCer
C06138	GT1a
C06138	Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
C06138	Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)LacCer
C06139	GQ1
C06139	Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
C06139	Neu5Ac-alpha2->8Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer
C06140	GT1b
C06140	Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
C06140	Neu5Ac-alpha2->3Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer
C06141	GD1b
C06141	Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
C06141	Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->8Neu5Ac-alpha2->3)LacCer
C06142	1-Butanol
C06142	n-Butanol
C06142	Butan-1-ol
C06143	Poly-beta-hydroxybutyrate
C06144	3-Butynoate
C06144	But-3-ynoate
C06145	3-Butyn-1-al
C06146	3-Butyn-1-ol
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine
C06149	6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin
C06153	scyllo-Inositol
C06153	Scyllitol
C06156	alpha-D-Glucosamine 1-phosphate
C06156	D-Glucosamine 1-phosphate
C06157	[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine
C06157	S-Glutaryldihydrolipoamide-E
C06159	2-Dehydro-3-deoxy-D-fuconate
C06160	(S)-Norcoclaurine
C06160	6,7-Dihydroxy-(1S)-[(4-hydroxyphenyl)methyl]-1,2,3,4-tetrahydroisoquinoline
C06161	(S)-Coclaurine
C06161	Coclaurine
C06161	(S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-7-isoquinolinol
C06161	1-(p-Hydroxybenzyl)-6-methoxy-7-hydroxy-1,2,3,4-tetrahydroisoquinoline
C06162	Sanguinarine
C06163	(S)-cis-N-Methylstylopine
C06165	Macarpine
C06167	1,2-Dehydroreticuline
C06167	1,2-Dehydroreticulinium
C06167	3,4-Dihydro-7-hydroxy-1-[(3-hydroxy-4-methoxyphenyl)methyl]-6-methoxy-2-(methyl-14C)-isoquinolinium
C06171	Codeinone
C06171	(5alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-one
C06172	Neopinone
C06173	Thebaine
C06174	Codeine
C06174	(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol
C06175	Oripavine
C06176	Senecionine
C06177	Retronecine
C06178	1-Methylpyrrolinium
C06178	1-Methyl-Delta(1)-pyrrolinium
C06179	Hygrine
C06179	(+)-Hygrine
C06180	Anabasine
C06181	Piperideine
C06181	1-Piperideine
C06182	Pelletierine
C06183	L-(+)-Anaferine
C06183	Anapheline
C06184	N-Methylpelletierine
C06185	Slaframine
C06185	(-)-Slaframine
C06186	Arbutin
C06186	Ursin
C06186	Uvasol
C06186	Hydroquinone-O-beta-D-glucopyranoside
C06187	Arbutin 6-phosphate
C06187	Arbutin-6P
C06188	Salicin 6-phosphate
C06188	Salicin-6P
C06189	Cyclic 2,3-bisphospho-D-glycerate
C06189	Cyclic 2,3-diphospho-D-glycerate
C06189	Cyclic glycerate-2,3P2
C06189	cDPG
C06189	Cyclic 2,3-bisphosphoglycerate
C06192	ADP-mannose
C06192	APD-D-mannose
C06193	Guanosine 3'-phosphate
C06193	3'-GMP
C06193	3'-Guanylic acid
C06193	Guo-3'-P
C06193	Gp
C06194	2',3'-Cyclic GMP
C06195	Imidazolone
C06195	4-Imidazolone
C06195	Imidazol-4-one
C06196	2'-Deoxyinosine 5'-phosphate
C06196	dIMP
C06197	P1,P3-Bis(5'-adenosyl) triphosphate
C06197	ApppA
C06197	Adenosine 5'-triphosphate 5'-adenosine
C06198	P1,P4-Bis(5'-uridyl) tetraphosphate
C06198	UppppU
C06199	Hordenine
C06199	4-[2-(Dimethylamino)ethyl]phenol
C06201	2,4-Dihydroxyhept-2-enedioate
C06201	2,4-Dihydroxyhept-2-1,7-dioate
C06201	2,4-Dihydroxyhept-2-enedioic acid
C06202	Salicylaldehyde
C06202	o-Hydroxybenzaldehyde
C06202	2-Hydroxybenzaldehyde
C06203	trans-o-Hydroxybenzylidenepyruvate
C06203	(3E)-4-(2-Hydroxyphenyl)-2-oxobut-3-enoate
C06204	2-Hydroxychromene-2-carboxylate
C06204	2-Hydroxy-2H-chromene-2-carboxylate
C06205	1,2-Dihydronaphthalene-1,2-diol
C06206	Benzoyl phosphate
C06207	2,6-Dihydroxyphenylacetate
C06210	2-Hydroxy-6-keto-2,4-heptadienoate
C06210	2-Hydroxy-6-oxo-hept-2,4-dienoate
C06212	N-Methylserotonin
C06213	N-Methyltryptamine
C06213	N-Methylindoleethylamine
C06213	1-Methyl-2-(3-indolyl)ethylamine
C06215	Levan
C06215	(2,6-beta-D-Fructosyl)n
C06215	Levan n
C06215	2,6-beta-D-Fructan
C06215	(2,6-beta-D-Fructosyl)n+1
C06216	Celloheptaose
C06217	Cellohexaose
C06218	Cellopentaose
C06219	Cellotriose
C06222	Sedoheptulose 1-phosphate
C06222	altro-Heptulose 1-phosphate
C06224	3,4-Dihydroxystyrene
C06231	Ectoine
C06231	L-Ectoine
C06231	(4S)-2-Methyl-1,4,5,6-tetrahydropyrimidine-4-carboxylate
C06232	Molybdate
C06234	4-Methyl-L-glutamate
C06240	UDP-N-acetyl-D-mannosaminouronate
C06240	UDP-N-acetyl-2-amino-2-deoxy-D-mannuronate
C06240	UDP-N-acetyl-D-mannosaminuronic acid
C06240	UDP-N-acetyl-alpha-D-mannosaminuronate
C06241	N-Acetylneuraminate 9-phosphate
C06244	Acetamide
C06246	Gla protein
C06246	Peptidyl-4-carboxyglutamate
C06247	Gla protein precursor
C06247	Peptidyl-glutamate
C06249	Apo-[carboxylase]
C06249	[Biotin carboxyl-carrier protein]-L-lysine
C06250	Holo-[carboxylase]
C06250	Biotin-carboxyl-carrier protein
C06250	[Biotin carboxyl-carrier protein]-biotin-N6-L-lysine
C06250	[Biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine
C06251	Lauroyl-KDO2-lipid IV(A)
C06251	Dodecanoyl-KDO2-lipid IV(A)
C06254	Lysophospholipid
C06255	2-Oxopentanoic acid
C06255	2-Oxovalerate
C06255	2-Oxopentanoate
C06255	alpha-Ketovaleric acid
C06257	1-Deoxy-D-xylulose
C06258	Globin
C06259	Ferrocytochrome b
C06260	Ferricytochrome b
C06304	(+)-Camphene
C06304	(+)-Comphene
C06305	(-)-Camphene
C06305	(-)-Comphene
C06306	(+)-alpha-Pinene
C06306	(1R,5R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene
C06307	(-)-beta-Pinene
C06307	(1S,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptane
C06308	(-)-alpha-Pinene
C06308	(1S,5S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene
C06309	Diplopterol
C06309	22-Hopanol
C06309	Hopan-22-ol
C06310	Diploptene
C06310	22(29)-Hopene
C06310	Hop-22(29)-ene
C06311	Galactitol 1-phosphate
C06311	L-Galactitol 1-phosphate
C06311	D-Galactitol 6-phosphate
C06313	Biopterin
C06313	2-Amino-6-(1,2-dihydroxypropyl)-4(1H)-pteridinone
C06314	Lipoxin A4
C06314	LXA4
